date;time;location;operator;flight_tag;aircraft_type;aircraft_reg;cn_ln;accident_type;fatalities;total_crew;dead_names
11/28/1971;13:30;Near Hue, South Vietnam;Military - U.S. Army Air Forces;None;Boeing Vertol CH-47C;68-15866;None;Other;34;34;[Jeanette Rafi,Nicholette Yorke,Lashonta Evan,Eliesha Paddie,Florine Georas,Chazz Sargent,Mieka Arin,Tramain Shelby,Kalia Christiano,Maxim Alexandros,Terriann Skylar,Luther Grove,Alexia Arvy,Gabino Tallie,Cleotha Ody,Patty Stacee,Alea Gamaliel,Christipher Morly,Arti Leo,Shauntea Dana,Lukus Lars,Laterica Boris,Jacorey Basilio,Fasha Read,Argiro Woody,Dionicia Olvan,Hillel Harold,Jeri Blake,Jerald Giusto,Lucus Kinny,Lyndse Evin,Mekos Montague,Barbie Cross,Lucille Berk]
12/01/1971;21:48;Saratov, Russia;Aeroflot;2174;Antonov AN-24;CCCP-46788;57301801;Unknown;57;57;[Thayer Clayton,Puja Arnoldo,Nekole Drugi,Chablis Quinn,Khadija Christopher,Veroncia Nollie,Germany Kippy,Tyshon Flory,Edison Jeffry,Tenisa Darrin,Allicia Scottie,Latrese Anselm,Lathan El,Darlyn Raymund,Eladio Penn,Natalia Obediah,Danthony Erik,Tal Kerk,Shandreka Giustino,Kandice Loren,Kedric Alvan,Lester Lovell,Marcelino Anders,Dedra Rabi,Velissa Tate,Janie Bevan,Rhandi Laurent,Cavin Whit,Prescilla Kristofor,Lexie Isak,Ikisha Enoch,Latria Sigismondo,Karleigh Maynard,Judea Marvin,Keshana Jae,Luz Huberto,Jacie Kenneth,Joseantonio Sully,Falynn Wilmar,Arian Heall,Landen Pincus,Dam Bud,Corrine Trueman,Jolina Scot,Yukiko Carleton,Angelea Kaleb,Rishi Allistir,Lynzy Holmes,Marcelus Waldemar,Sharice Herold,Chia Binky,Tyren Waverly,Christey Myrvyn,Tashonda Immanuel,Bambie Dick,Dorthea Cody,Milburn Harper]
12/04/1971;13:46;Raleigh, North Carolina;Eastern Air Lines;None;Douglas DC-9-31 /Cessna 206;N8943E / N2110F;47166/265 / ?;Unknown;2;29;[Anquinette Hadlee,Brittanie Diarmid]
12/06/1971;12:49;Tikaka, Sudan;Sudan Airways;None;Fokker F-27 Friendship 200;ST-AAY;10238;Shot down;10;42;[Jeni Teodoro,Danna Wendell,Cheyenna Langston,Conway Osborn,Andrell Bucky,Sandria Tiebout,Argentina Hymie,Kricket Brett,Charli Woodrow,Marjon Reg]
12/09/1971;12:25;Chinnamanur, India;Indian Airlines;None;HAL-748-224 Srs.2;VT-DXG;512;Unknown;21;31;[Lakeesha Flin,Lang Flin,Raheen Lind,Danyell Elston,Britiney Theodoric,Seann Cecilius,Nastasia Mycah,Aleksandar Dory,Soo Julian,Durant Odo,Rhet Tally,Vicent Vincenz,Promise Basilio,Foster Ritchie,Wilma Leicester,Calvert Noble,Dashawn Alford,Isrrael Wayne,Kasim Nolan,Caitlen Pennie,Edana Wilbert]
12/21/1971;23:32;Sofia, Bulgaria;Balkan Bulgarian Airlines;None;Ilyushin IL-18B;LZ-BES;185008104;Unknown;28;73;[Jonerik Vernon,Milly Jarred,Staci Floyd,Katrina Galven,Aleksander Stanislas,Kester Hussein,Mac Esme,Louella Toddie,Francois Zelig,Savanna Averil,Roselie Darrick,Stephanos Billie,Renata Ernesto,Tarynn Aaron,Shanika Royall,Charlett Jedediah,Keir Merill,Mariam Theodoric,Jalonda Silvano,Seana Cart,Stormi Spense,Jillia Laurie,Tarria Jody,Turrell Jeramey,Jyoti Saul,Leyna Fax,Nydia Patrice,Dave Willem]
12/24/1971;12:36;Near Puerto Inca, Huanuco, Peru;Lineas Aereas Nacionales SA (Peru);508;Lockheed 188A Electra;OB-R-941;1086;Unknown;91;92;[Michiel Cameron,Eligio Marwin,Junita Nevil,Analee Morey,Taquisha Scott,Morgaine Noll,Honorio Gaven,Sandi Claudell,Mishell Mordecai,Keyosha Abbott,Hansen Kermie,Jacquleen Skylar,Kaneesha Miltie,Lysa Heriberto,Ezzard Clive,Nicholette Garrik,Kota Prince,Mishael Logan,Deangelo Spence,Sharra Granthem,Demian Dimitri,Melina Roderick,Sahwn Mel,Blythe Alasteir,Caridad Jecho,Ladaisha Farleigh,Shawntai Maynord,Hava Marty,Marybel Nehemiah,Yeshaya Randall,Anber Artemis,Gannon Prentice,Carmon Tris,Shrena Giffard,Mayleen Brody,Lidia Raul,Brettney Mose,Jousha Ellwood,Shenell Dewitt,Kimo Lorrie,Kanika Martin,Brandley Lorin,Kallista Madison,Cloe Rolph,Truc Kiley,Anjel Sergeant,Mishelle Demetris,Latham Preston,Quantarius Anatole,Rami Clemmy,Camella Riobard,Marcella Gil,Delta Dexter,Chelsi Vinny,Marchelle Hinze,Tylicia Pen,Brisa Farris,Shianna Evelyn,Kellyann Toddie,Simran Mathian,Marylou Aluino,Derion Arman,Laken Tailor,Tonnetta Harrison,Hampton Lyn,Laci Carlie,Regena Saleem,Arika Valentijn,Sharli Murdock,Nelson Raimund,Tierre Mathias,Shatonia Clyve,Albin Simon,Deone Barris,Kassidy Emmanuel,Fotini Norris,Ellana Archambault,Lenay Urbanus,Nazario Salem,Marella Free,Delbert Guillaume,Sherene Kingston,Marcie Gaelan,Johnita Maurise,Shiela Kirk,Hansen Taite,Bashar Hodge,Ginette Charlie,Keyna Poul,Yasin Alvan,Elda Putnem]
01/06/1972;15:35;Near Chetumal, Mexico;SAESA;None;Hawker Siddeley HS-748-230 Srs. 2A;XA-SEV;1598;Unknown;23;23;[Jessicah Hermann,Topacio Warren,Corneisha Bone,Dior Dew,Brittiany Gilburt,Scotti Renard,Jami Boyce,Makayla Gerry,Dinelle Dorie,Lidia Brendan,Darnella Ase,Aviva Levy,Akiko Kermy,Nasser Rabbi,Cerise Leonard,Loring Mal,Byran Hal,Marybel Cecilius,Dagoberto Willi,Latrice Kaleb,Justan Steward,Rianne Padgett,Adriel Parsifal]
01/07/1972;12:10;Sierra de Atalayasa, Spain;Iberia Airlines;602;Sud-Aviation Caravelle VI-R;EC-ATV;163;Unknown;104;104;[Devonte Lyn,Washington Kelbee,Jeanmarie Malachi,Savahna Bartholomeus,Apryl Haroun,Liela Arel,Alayne Bink,Jamin Justino,Cystal El,Hafsa Ermin,Yahaira Ryon,Mariesa Aguistin,Devaris Wynn,Tarrin Martainn,Dion Lindsay,Caycie Burtie,Keishawna Perry,Toshia Mile,Chelcy Porter,Hillarie Ciro,Mattheu Julian,Marinna Sergeant,Martrice Rossie,Nikie Adolpho,Derrica Christos,Ozzy Octavius,Roshelle Christy,Derrik Patty,Conchita Teador,Tyasia Dame,Johnika Granville,Ivania Benito,Gianina Chick,Jamilla Dene,Terika Pebrook,Terrial Rodger,Keilah Zacharias,Lanell Schuyler,Dalisha Shaun,Janeen Orlan,Natoshia Korey,Lekita Eddie,Lorraina Wolfie,Anwar Eli,Katianne Curry,Betsy Horst,Anquinette Seward,Natishia Bondy,Quandra Urbano,Stepanie Fonzie,Domonique Laurent,Kiele Shelby,Yvette Mathias,Chelsia Joshia,Niko Gustaf,Rozanna Albie,Kaitlen Gasparo,Chequita Alick,Selene Erik,Emilene Teddie,Appollonia Englebert,Tamie Moshe,Female Lionel,Eugenia Hermann,Sentoria Franklin,Amos Tan,Crystin Raynard,Kellis William,Lakeria Guthrey,Hamed Kerk,Franklin Tam,Lakisha Enoch,Brenen Bax,Shelia Isaac,Ramie Xerxes,Cynthis Charlton,Osbaldo Marcello,Riyad Noel,Rhian Jule,Ellis Hunfredo,Dovie Jule,Nikeshia Donal,Sherman Holly,Kati Floyd,Melquiades Fidel,Tacarra Port,Braulio Boote,Verlinda Hilliard,Kameisha Brett,Valbona Curtis,Katricia Shem,Brittay Christoffer,Charell Marshall,Maili Hughie,Crystalrose Hort,Lamond Don,Adrena Langsdon,Kristiann Grover,Koda Gery,Vinyette Alick,Humberto Westbrooke,Thorin Eugenius,Pauline Cullie,Andru Elvis]
01/21/1972;15:08;Near Funza, Colombia;Lineas Aereas la Urraca;None;Vickers Viscount 837;HK-1347;442;Unknown;20;20;[Patience Yehudi,Natassia Hollis,Laureen Vaughan,Shanieka Ab,Rachel Bard,Tyreese Myrvyn,Emiko Dolph,Noelani Osbert,Regena Stern,Meaghen Coop,Evett Kim,Carlette Kit,Nino Angus,Braydon Michel,Delmy Waylan,Ogden Townie,Danise Cyril,Wafa Pierson,Candace Booth,Quentisha Rowan]
01/21/1972;10:30;Near Betania, Colombia;SATENA;661;Douglas C-47;FAC-661;None;Other;39;39;[Quinesha Raddy,Paulette Sergei,Yung Graham,Charis Zacharias,Harris Claudio,Jamale Baudoin,Daman Kain,Roshanna Kiley,Omero Oby,Lashanda Claus,Deadra Dukey,Sinan Jeremy,Shandia Temp,Aric Kearney,Rochelle Ezra,Christine Kermy,Ronique My,Danniella Alfons,Hellen Blake,Corry Constantino,Dominique Joachim,Stesha Kelvin,Kamille Herbert,Khalil Ingamar,Elda Wilmar,Clarisa Maje,Terez Gregg,Shabnam Merwin,Lasalle Sancho,Bronston Ben,Levis Gris,Mendy Finlay,Heathr Haslett,Allegra Leroi,Ailene Quint,Cuauhtemoc Barny,Earnestine Dougy,Harriett Merry,Jamera Toiboid]
01/26/1972;16:10;Near Srbská Kamenice, Czech Republic;JAT Yugoslav Airlines;JU 367;McDonnell Douglas DC-9-32;YU-AHT;47482/592;Other;27;28;[Thyda Wakefield,Vernal Angus,Keziah Bronnie,Allyson Trace,Jilliam Chilton,Alvita Rusty,Sharmel Pincas,Timothy Hall,Juleen Rockie,Collen Jimmy,Shenisha Garvy,Aspen Abram,Vilma Levy,Andreah Erastus,Merton Ogdon,Dock Ethelbert,Fraser Eugenius,Mei Wylie,Stepen Hinze,Marielle Brok,Magic Allan,Adin Fidelio,Jemima Benji,Katharina Tyrus,Deion Angelico,Dal Aldous,Baudilio Ruttger]
02/01/1972;17:57;Near Tegal, Indonesia;Royal Air Laos/PENAS;None;Douglas DC-6;XW-PEH;43126/132;Unknown;6;9;[Shantae Dex,Minnie Gerek,Rashaun Garner,Kevis Meryl,Erica Salomon,Annalicia Fergus]
02/04/1972;18:49;Pha Khao, Laos;Air America;None;De Havilland Canada C-7A Caribou;393;51;Unknown;1;38;[Arnisha Filberto]
02/05/1972;20:16;Near Valledupar, Colombia;TAC Colombia;772;Fairchild F-27;HK-1139;75;Unknown;19;19;[Omaira Stanwood,Canesha Hodge,Cipriano Johnathan,Sequan Keelby,Bathsheba Parry,Lacory Dominique,Vijay Welby,Siri Orson,Kyria Kelsey,Jarome Buiron,Ashraf Eberto,Sparkle Ado,Laken Bertram,Lorene Bud,Danile Armin,Sharra Yorgo,Laurren Obadias,Sharrell Hakeem,Tarryn Gannie]
02/11/1972;13:20;Near Vientiane, Laos;Royal Air Lao;None;Douglas DC-4;XW-TDE;43126;Unknown;23;23;[Cheyenne Kev,Adrean Hobard,Sasheen Maxwell,Korry Ruby,Ninja Willi,Eliane Sandro,Martina Zeb,Sinead Laurence,Shenae Godart,Halbert Cody,Terrisa Davis,Bobbie Gayelord,Victory Fonzie,Fauna Brady,Nesa Myron,Atavia Franny,Chancey Skye,Amberly Valentine,Nasario Morgen,Kayti Gustav,Echoe Faber,Katura Kaleb,Cynthia Dirk]
03/03/1972;20:48;Albany, New York;Mohawk Airlines;405;Fairchild-Hiller FH-227-B;N7818M;541;Unknown;16;48;[Paraskevi Ignace,Topacio De Witt,Jerilyn Verney,Kinda Neel,Teffany Bruce,Juniper Theo,Shaquna Nahum,Tylisha Hillery,Blanca Ralph,Rahman Tam,Lateria Berty,Criselda Freddy,Machael Erhart,Dru Kimball,Willena Sherwin,Tandra Ignacio]
03/14/1972;22:00;Near Al Fujayrah, United Arab Emirates;Sterling Airways;296;Aerospatiale Caravelle Super 10B;OY-STL;267;Shot down;112;112;[Alda Rafferty,Klye Bert,Recco Gunter,Starlynn Chris,Annice Ambrosio,Meyosha Esme,Chaquana Gavin,Brittiney Kippie,Heidi Donal,Kavitha Sanderson,Travious Karlik,Jamorris Gilbert,Artina Esme,Kashawna Killian,Destinie Lem,Nadeem Leroy,Shad Merell,Keneshia Ruggiero,Melina Mead,Darold Darn,Yeshaya Husain,Leena Dennie,Kathern Kenon,Arline Nickie,Maisie Mackenzie,Leandrea Rube,Carlise Hamlin,Jocelyn Tymon,Janah Raoul,Cheslie Fleming,Zaneta Keir,Richele Henri,Shawneequa Royal,Ralphel Laird,Dustun Raimundo,Dalan Haily,Delight Rutter,Aneesah Aloin,Gabriele Delainey,Kizzy Jaymie,Rashana Sibyl,Casimiro Nate,Allycia Wang,Keyon Clyve,Charleen Guss,Dave Wynn,Lilith Ewart,Keiara Nataniel,Rema Jozef,Damien Yard,Iona Riley,Keniesha Tuck,Martine Herculie,Ginni Brook,Mariana Murray,Bretney Stewart,Azra Forrest,Toney Brander,Lucero Randolph,Chinwe Welbie,Marquelle Symon,Shannel Barnabas,Stefani Nikolos,Gaspare Lew,Bora Maje,Nari Bail,Arik Cazzie,Lila Roderich,Randle Ferguson,Letisha Ash,Basya Neville,Trudy Dmitri,Vanna Bart,Dartanian Chickie,Devron Wayland,Betina Alwin,Tyrece Arin,Darneshia Ty,Renette Fee,Lenora Scottie,Sora Anson,Jennine Craggie,Andreas Raddy,Derrius Kerwin,Leyna Alva,Guillermina Joshia,Jahan Elmer,Calixto Kenon,Shawon Duff,Vuthy Ephrayim,Ramirez Jase,Tifany Peyton,Vanesha Jarret,Zakiya Granville,Ladarian Irwinn,Chanie Judas,Shalini Randall,Lessa Lannie,Stevens Clevie,Anacani Scot,Leoncio Sinclair,Candida Chariot,Genna Riccardo,Alberto Otes,Darline Ferdinand,Abbi Justino,Sascha Tymon,Avis Arel,Lyndy Patsy,Alessa Roscoe,Annessa Bruis,Brae Anders]
03/19/1972;01:15;Shamsam Mountains, South Yemen;Egyptair;763;McDonnell Douglas DC-9-32;YU-AHR;47503/587;Shot down;22;22;[Valecia Ruttger,Tamecka Sayre,Daved Quinlan,Suhail Gian,Lutisha Rey,Nevin Dexter,Koda Herrick,Minna Marcel,Emiley Eben,Megen Carson,Zakee Kimble,Elijio Raphael,Columbus Hewet,Rivkah Pincus,Demetrias Dannie,Argelia Neron,Bryanne Armando,Enrico Raynard,Olufemi Scotti,Chakita Andrej,Jermanie Hazlett,Sherylann Tod]
04/12/1972;21:26; Near Rio de Janeiro, Brazil;VASP;None;NAMC YS-11A-211;PP-SMI;2059;Shot down;25;25;[Denver Alistair,Kendle Vanya,Julieanne Padgett,Mecaela Piggy,Dela Gallard,Stacie Sterling,Quanta Billy,Thara Fraze,Ferrell Hobart,Alva Horatius,Allyssa Griz,Kammi Lonnard,Gavriel Lucien,Hema Brander,Kelton Alwyn,Mendi Baryram,Jory Kaine,Margie Ellis,Leah Maury,Hadiyah Beauregard,Jemal Bronson,Channon Mordy,Lateef Wayne,Brette Feodor,Favian Darnall]
04/16/1972;22:10;Near Ardinello di Amaseno, Italy;Aero Transporti Italiani;None;Fokker F-27 Friendship 200;I-ATIP;10251;Other;18;18;[Breean Payton,Allyson Ruprecht,Jajaira Corny,Kunal Dame,Chenita Hadleigh,Toan Kayne,Kye Randy,Sequoya Van,Ervin Sasha,Nader Kipp,Liborio Maurizio,Gaurav Holmes,Laterrance Vladamir,Christopher Salomo,Charonda Alvis,Ron Gil,Jahaira Othello,Kerra Thornton]
04/17/1972;17:18;New York, New York;Helaire Helicopter;None;Bell 47J-2;N8467E;None;Unknown;3;3;[Mehdi Bronson,Henderson Bentley,Kinesha Hilton]
04/18/1972;09:39;Addis Ababa, Ethiopia;East African Airways;720;BAC Super VC-10 1154;5X-UVA;881;Unknown;43;107;[Berton Rurik,Isaak Ricki,Tonyetta Keven,Rosalie Nero,Brittnay Thorin,Vaness Yance,Marlowe Andrej,Quashon Gabe,Dewan Barney,Chao Bronson,Amani Dore,Rocco Charles,Eyad Antonius,Mecca Cris,Ia Wallace,Elaina Janek,Enas Onfroi,Doreen Terrill,Valaria Yul,Pete Boniface,Dillon Wilmer,Georgios Filbert,Janssen Even,Khadijah Elwin,Tylesha Nap,Jed Ahmad,Johnwilliam Christoper,Westin Cori,Rakisha Skip,Cavin Yardley,Danthony Erwin,Kevia Allayne,Jillyan Glen,Faris Vincent,Seleena Kingsley,Adriano Dev,Rebekha Theodoric,Carly Gerardo,Tamira Joseph,Marka Gabriel,Arik Wilfred,Kimberli Nilson,Ashly Christoffer]
04/20/1972;16:20;Near Moyobamba, Peru;SATCO;None;Douglas C-47D;OB-R-653;17102/34369;Unknown;6;6;[Ashling Langston,Lateisha Olivero,Janis Skye,Elli Kelsey,Laguanda Ara,Katrece Curran]
04/24/1972;12:23;Nyot Mo, Laos;Air America;None;Pilatus PC6CH2;N391R;None;Weather;4;10;[Dannielle Niall,Mallorie Angeli,Lennard Wylie,Carilyn Marchall]
05/04/1972;23:34;Bratsk, USSR;Aeroflot;608;Yakovlev YAK-40;CCCP-87778;9040314;Unknown;18;18;[Cathryn Lawrence,Zaid Garald,Sidney Valentino,Bernard Jimmy,Cheila Raymond,Danyel Henderson,Roth Giacomo,Vartan Marchall,Dyan Marcos,Tereasa Chadwick,Jalena Cyrillus,Jacquita Bastien,Melysa Hew,Demareo Donal,Ellice Ronny,Hailey Nigel,Rupa Johnnie,Marlos Marten]
05/05/1972;22:24;Near Carini, Sicily, Italy;Alitalia;112;McDonnell Douglas DC-8-43;I-DIWB;45625/150;Unknown;115;115;[Geovanna Wyndham,Concetta Eamon,Denitra Markus,Leisl Burk,Janell Paulo,Devaughn Gustave,Yamaris My,Leda Ker,Karry Lars,Shantivia Reggie,Kollin Friedrick,Annaliese Clark,Reginia Aldrich,Devaris Tallie,Marquasha Chadwick,Eria Neron,Ericberto Gerhard,Thaddius Wilt,Zoua Jimmy,Marnee Domingo,Lydell Eustace,Jennalee Cass,Jethro Cedric,Kayse Rey,Bryceson Wayland,Anhthu Kerk,Liann Townsend,Davaughn Eward,Aliya Silvanus,Davita Ely,Alene Cal,Jaquila Dud,Iyesha Barnett,Dan Godfree,Jemel Rufe,Dalesia Husain,Brya Fidelio,Viki Jaye,Laquasha Basil,Kelin Curr,Aqueelah Luther,Chrystie Flem,Jahvon Marcel,Trish Bondie,Ashli Ritchie,Graham Davin,Payton Stan,Mylan Bjorn,Mackenzie Tadeas,Gabriella Barry,Geovany Guthry,Jazmin Valdemar,Jamilee Forester,Tariq Mikol,Dain Ozzy,Margot Berny,Iwalani Bertrand,Avi Collin,Bionca Parker,Stepehn Brennan,Sol Stanislaus,Jhon Fonzie,Verlin Stanley,Danea Robinet,Tamario Roley,Roshawn Jimmy,Alisen Hernando,Rainy Darill,Darnell Al,Kellyann Davis,Andray Terri,Laverne Ludvig,Anjali Gothart,Jarron Horacio,Stacey Garrett,Dora Benson,Francine Myrvyn,Rodriques Deane,Melissa Roland,Sharday Park,Tavon Vassili,Raisa Leonardo,Shawnee Bourke,Kiara Fidole,Siedah Norry,Cristiana Flem,Aristeo Normand,Georgeanna Percy,Reinaldo Maurice,Samson Rufus,Pratima Brok,Snow Teodor,Christ Noak,Chalmers Giraldo,Ennis Robinson,Meloney Zack,Chivas Trevor,Lashuna Gorden,Keitha Robbert,Yaquelin Alphonse,Tramaine Marius,Maryelizabeth Ailbert,Antoria Benedicto,Hamid Seth,Burton Parke,Lenna Neil,Lerin Willey,Raziel Ashton,Analuisa Geri,Camillia Vanya,Yaira Brodie,Brenae Giraldo,Donn Warden,Valeska Ky,Brendalis Erroll]
05/08/1972;21:43; Venezuela;Aerotechnia;None;Douglas C-47B;YV-C-GAI;26613;Weather;7;7;[Dusty Zak,Sherif Geno,Phil Kin,Isabelle Biron,Janeika Ricard,Meleane Nicolas,Janeth Issiah]
05/10/1972;10:25;Near Gia Dinh, South Vietnam;Military - U.S. Army Air Forces;None;Boeing Vertol CH47A (helicopter);None;None;Hijacked;34;34;[Norwood Joe,Lanae Chuck,Vittoria Claire,Chandell Itch,Ariadne Frankie,Jennae Franciskus,Demarkus Lodovico,Isacc Janek,Dovid Royal,Aquanetta Godfry,Luc Shaw,Ngan Ambrose,Chrisandra Shurlock,Tynia Phineas,Chaquetta Bil,Tacoma Martin,Loralee Millard,Cortne Dame,Baldomero Sammie,Lorianna Vittorio,Johnthan Waite,Vina Stanislas,Kimberley Clive,Kryste Lamar,Ivett Garwood,Jeremey Kaspar,Antonieta Wesley,Falon Giles,Nicolina Drugi,Ladale Kristopher,Osiel Brewster,Rebekkah Wallache,Kenja Myer,Inge Poul]
05/16/1972;12:30;Svetlogorsk, Russia;Military - Russian Navy;None;Antonov AN-26;5;9911302;Unknown;9;9;[Sharay Kahaleel,Khanh Alix,Orlanda Morrie,Heraclio Bucky,Imad Norry,Anup Carney,Yuridia Rolfe,Tora Nehemiah,Shaheem Warden]
05/18/1972;11:53;Near Kharkov, Ukraine, USSR;Aeroflot;1491;Antonov AN-10A;CCCP-11215;	 0402502;Other;122;122;[Kanetra Elwood,Lyndale Courtnay,Shere Lyn,Marvis Kelley,Sarina Cecilio,Shalene Arney,Kenesha Wallache,May Jeth,Shirlene Luce,Markale Kermie,Rocco Marwin,Geovanna Renato,Agnieszka Any,Dalin Durand,Trenton Damon,Ulises Mozes,Chardonnay Baily,Nazario Dominik,Najee Lawton,Randolf Allin,Dawud Car,Raiza Arnie,Chassie Elias,Hiroshi Iago,Ammanda Conrado,Jenette Meir,Dianira Ingram,Danamarie Ancell,Kaelyn Aloysius,Whitt Lowe,Raquell Clevey,Venancio Desmund,Amando Jakie,Deena Hebert,Kourtney Kinny,Shinika Rochester,Shira Cole,Nelle Ronald,Suan Forester,Charels Winifield,Neftaly Wendall,Larysa Richardo,Korissa Colet,Charlesetta Leslie,Terrace Granthem,Derrius Mycah,Delio Tadd,Jawaan Norry,Luis Barney,Kayde Innis,Carime Abie,Henery Nickie,Hanan Angeli,Maynard Meade,Ritu Percival,Caly Tybalt,Narada Mattias,Janai Jock,Tabetha Mendy,Niclole Leonid,Myriam Dalis,Adelia Torry,Talisa Thadeus,Kaity Isaac,Chadrick Shelton,Samantah Cleve,Carvin Alejoa,Kim Roger,Kerensa Robert,Kallista Jamal,Iwalani Marlo,Shannah Cello,Seirra Kip,Chyla Trent,Rommel Paxton,Genieve Algernon,Albin Yulma,Charlet Truman,Rene Miller,Jordanna Alexandre,Cameo Urbano,Chantea Felipe,Isom Godfry,Beronica Ralf,Alisia Kenneth,Elana Corny,Sherly Salem,Mae Heath,Winifred Bourke,Tynia Fran,Jefferey Rafaello,Erick Sinclair,Diesha Alon,Juanisha Cad,Emelina Remus,Quinzell Sherwood,Domenik Tammy,Latravia Monte,Naima Clementius,Terisa Derby,Kasey Cully,Agustine Bary,Serrina Alf,Shannara Sargent,Labrandon Kipp,Amadeus Ariel,Saroun Shannon,Kiyana Norman,Yumiko Toby,Thai Willey,Temeka Cullie,Shayon Ruttger,Tarel Gunter,Catheryn Griffin,Nickie Wolfy,Kailen Thacher,Stepheny Bondie,Rochelle Barnabas,Michale Ulberto,Lanny Pernell,Phu Parrnell,Felix Thomas]
05/21/1972;04:46;Lobito, Angola;DTA Angola Airlines;None;Fokker F-27 Friendship 200;CR-LLD;10439;Shot down;22;25;[Khou Maison,Thinh Merell,Heith Boycey,Sherrell Lefty,Tommie Israel,Jema Bartlet,Keslie Odell,Shatara Ignazio,Jamarion Baron,Cinda Steffen,Nhi Adolph,Preston Alasdair,Jazmine Gherardo,Revis Vic,Xochilt Kearney,Consuelo Cole,Tanairi Ashlin,Khalfani Lemmie,Kisa Biron,Jerell Teddie,Maron Carey,Charae Noble]
05/27/1972;15:10;Near Helgoland, Germany;General Air;5;De Havilland Canada DHC-6 Twin Otter;D-IDHC;31;Weather;8;13;[Rob Wilmar,Bruce Archibold,Janae Pietrek,Jenia Ivor,Tylen Arnoldo,Reshard Stavro,Meggi Diarmid,Deleon Skippy]
05/29/1972;06:04;Dulac, Louisiana;Petroleum Helicopters Inc;None;Bell 205A;N2256W;None;Unknown;11;11;[Abbigale Erhart,Quienton Gustav,Bethanie Claudianus,Angelos Pennie,Misa Ximenes,Elle Killian,Chenita Law,Lenay Portie,Kyla Duffie,Solon Waverley,Danaya Jarred]
05/29/1972;14:07;Cruzeiro do Sul Acre, Brazil;Amazonese Importacao e Exportacao;None;Lockheed 049 Constellation;PP-PDG;2037;Unknown;9;18;[Myriah Lemmie,Mariateresa Chaddy,Aspen Donalt,Benjaman Lauren,Ebony Ramsay,Zandra Floyd,Lemario Chev,Marysa Matthieu,Leopoldo Matthus]
05/30/1972;06:24;Dallas/Ft. Worth, Texas;Delta Air Lines;9570;McDonnell Douglas DC-9-14;N3305L;45700;Unknown;4;4;[Yan Moise,Eleanora Blake,Lemarcus Marven,Rashawnda Rice]
06/05/1972;02:16;Near Pleiku, Vietnam;Air America;None;Curtiss C-46A;EM2;30460;Other;32;32;[Indra Felic,Nohealani Kellen,Hieu Westleigh,Jones Lind,Salah Rainer,Susana Alexandro,Irish Alister,Annita Tucky,Dreux Merwyn,Markey Ellary,Kamika Luciano,Nia Dwain,Chonte Vance,Freedom Kendall,Oriana Mozes,Lorrie Sheffie,Leonna Esra,Heyward Kele,Danae Zaccaria,Beatrize Parsifal,Peggi Benjy,Judson Fairleigh,Leana Dav,Caitlan Skye,Tarel Klemens,Clancy Guthrey,Frank Faulkner,Michea Ennis,Alie Dallon,Noga Dame,Diane Kincaid,Karl Gayler]
06/13/1972;14:59;Santiago, Chile;Aerolineas Flecha Austral;None;Curtiss C-46D;CC-CDU;33369;Hijacked;3;3;[Hollie Stirling,Tenequa Finn,Johnathan Matthieu]
06/13/1972;14:41;Near an Loc, South Vietnam;Military - Vietnamese Air Force;None;Boeing Vertol CH-47 (helicopter);None;None;Unknown;47;47;[Meghann Jasper,Tavius Abdul,Christyne Jozef,Annie Herschel,Raffinee Carrol,Savana Germayne,Donell Kelvin,Anastasia Gav,Jasmaine Dewitt,Selinda Abel,Jazmen Trumaine,Averi Waldo,Johnpaul Tally,Tom Angeli,Lynnea Robin,Jarrad Bobby,Lafe Korey,Jacobi Thorpe,Amethyst Stanfield,Shasha Mal,Tanzania Otis,Fotis Joshua,Quron Brion,Delorean Griz,Haris Hugo,Tawney Torrin,Bethani Sheff,Laretha Clark,Valeria Yuma,Dewayne Alic,Janet Germaine,Kandace Saundra,Antwann Fremont,Nneka Morly,Sammie Amerigo,Keita Reggy,Waylon Tulley,Skye Ole,Madaline Michal,Naila Fritz,Rigo Hayyim,Laval Edd,Samara Faulkner,Tonnetta Harp,Sherre Buckie,Anneliese Wells,Kasha Free]
